user_id,timestamp,category,count
user_6,2010-01-31,shop,1
user_6,2010-03-02,gym,1
user_6,2010-03-02,travel,1
user_6,2010-03-02,shop,1
user_6,2010-04-01,gym,1
user_6,2010-04-01,travel,3
user_6,2010-04-01,shop,1
user_6,2010-05-01,food,2
user_6,2010-05-01,travel,2
user_6,2010-05-01,shop,1
user_6,2010-05-31,gym,2
user_6,2010-05-31,travel,2
user_6,2010-06-30,food,4
user_6,2010-06-30,gym,1
user_6,2010-06-30,travel,2
user_6,2010-06-30,shop,5
user_6,2010-07-30,food,3
user_6,2010-07-30,gym,1
user_6,2010-07-30,shop,4
user_6,2010-08-29,food,3
user_6,2010-08-29,gym,2
user_6,2010-08-29,travel,1
user_6,2010-08-29,shop,1
user_6,2010-09-28,food,2
user_6,2010-09-28,travel,4
user_6,2010-09-28,shop,1
user_6,2010-10-28,gym,2
user_6,2010-10-28,travel,3
user_6,2010-10-28,shop,1
user_6,2010-11-27,food,2
user_6,2010-11-27,gym,1
user_6,2010-11-27,travel,4
user_6,2010-11-27,shop,2
user_7,2010-01-01,food,1
user_7,2010-01-01,gym,2
user_7,2010-01-01,travel,1
user_7,2010-01-31,gym,4
user_7,2010-01-31,travel,4
user_7,2010-01-31,shop,15
user_7,2010-03-02,food,2
user_7,2010-03-02,travel,3
user_7,2010-03-02,shop,1
user_7,2010-04-01,food,2
user_7,2010-04-01,gym,1
user_7,2010-04-01,travel,2
user_7,2010-04-01,shop,17
user_7,2010-05-01,food,2
user_7,2010-05-01,gym,3
user_7,2010-05-01,travel,1
user_7,2010-05-01,shop,1
user_7,2010-05-31,food,1
user_7,2010-05-31,gym,2
user_7,2010-05-31,travel,2
user_7,2010-06-30,gym,3
user_7,2010-06-30,travel,2
user_7,2010-07-30,travel,2
user_7,2010-07-30,shop,1
user_7,2010-08-29,food,1
user_7,2010-08-29,gym,1
user_7,2010-08-29,travel,3
user_7,2010-08-29,shop,3
user_7,2010-09-28,food,4
user_7,2010-09-28,gym,2
user_7,2010-09-28,travel,1
user_7,2010-09-28,shop,1
user_7,2010-10-28,food,2
user_7,2010-10-28,gym,1
user_7,2010-10-28,travel,1
user_7,2010-10-28,shop,4
user_7,2010-11-27,food,2
user_7,2010-11-27,gym,1
user_7,2010-11-27,travel,3
user_7,2010-11-27,shop,1
user_8,2010-01-01,food,3
user_8,2010-01-01,gym,4
user_8,2010-01-01,travel,2
user_8,2010-01-31,food,3
user_8,2010-01-31,gym,1
user_8,2010-01-31,shop,3
user_8,2010-03-02,food,2
user_8,2010-03-02,gym,1
user_8,2010-03-02,travel,2
user_8,2010-03-02,shop,1
user_8,2010-04-01,food,3
user_8,2010-04-01,gym,1
user_8,2010-04-01,shop,2
user_8,2010-05-01,food,1
user_8,2010-05-01,gym,1
user_8,2010-05-01,travel,1
user_8,2010-05-01,shop,1
user_8,2010-05-31,food,13
user_8,2010-05-31,gym,1
user_8,2010-05-31,shop,1
user_8,2010-06-30,gym,1
user_8,2010-06-30,travel,1
user_8,2010-07-30,food,1
user_8,2010-07-30,gym,3
user_8,2010-07-30,travel,3
user_8,2010-07-30,shop,3
user_8,2010-08-29,food,1
user_8,2010-08-29,gym,2
user_8,2010-08-29,travel,1
user_8,2010-08-29,shop,1
user_8,2010-09-28,food,1
user_8,2010-09-28,gym,5
user_8,2010-09-28,travel,3
user_8,2010-10-28,food,1
user_8,2010-10-28,gym,2
user_8,2010-10-28,travel,1
user_8,2010-11-27,food,1
user_8,2010-11-27,travel,3
user_8,2010-11-27,shop,2
user_9,2010-01-01,food,1
user_9,2010-01-01,gym,2
user_9,2010-01-01,shop,1
user_9,2010-01-31,food,2
user_9,2010-01-31,gym,1
user_9,2010-01-31,travel,1
user_9,2010-01-31,shop,1
user_9,2010-03-02,food,1
user_9,2010-03-02,gym,2
user_9,2010-03-02,travel,2
user_9,2010-03-02,shop,1
user_9,2010-04-01,food,6
user_9,2010-04-01,gym,3
user_9,2010-04-01,travel,2
user_9,2010-05-01,food,1
user_9,2010-05-01,gym,3
user_9,2010-05-01,travel,2
user_9,2010-05-01,shop,4
user_9,2010-05-31,food,2
user_9,2010-05-31,gym,3
user_9,2010-05-31,travel,5
user_9,2010-05-31,shop,2
user_9,2010-06-30,food,1
user_9,2010-06-30,gym,1
user_9,2010-06-30,travel,1
user_9,2010-06-30,shop,1
user_9,2010-07-30,gym,5
user_9,2010-07-30,travel,2
user_9,2010-07-30,shop,3
user_9,2010-08-29,food,1
user_9,2010-08-29,travel,2
user_9,2010-08-29,shop,2
user_9,2010-09-28,food,3
user_9,2010-09-28,gym,1
user_9,2010-09-28,travel,1
user_9,2010-09-28,shop,4
user_9,2010-10-28,food,1
user_9,2010-10-28,travel,3
user_9,2010-10-28,shop,1
user_9,2010-11-27,food,2
user_9,2010-11-27,gym,3
user_9,2010-11-27,shop,2
user_10,2010-01-01,food,2
user_10,2010-01-01,gym,2
user_10,2010-01-01,travel,1
user_10,2010-01-01,shop,13
user_10,2010-01-31,food,1
user_10,2010-01-31,gym,2
user_10,2010-01-31,travel,2
user_10,2010-01-31,shop,3
user_10,2010-03-02,food,1
user_10,2010-03-02,travel,1
user_10,2010-04-01,food,2
user_10,2010-04-01,gym,1
user_10,2010-04-01,shop,2
user_10,2010-05-01,food,1
user_10,2010-05-01,shop,1
user_10,2010-05-31,food,2
user_10,2010-05-31,gym,2
user_10,2010-05-31,travel,1
user_10,2010-06-30,food,4
user_10,2010-06-30,gym,1
user_10,2010-06-30,travel,2
user_10,2010-06-30,shop,3
user_10,2010-07-30,food,2
user_10,2010-07-30,gym,3
user_10,2010-07-30,travel,3
user_10,2010-07-30,shop,3
user_10,2010-08-29,food,2
user_10,2010-08-29,gym,1
user_10,2010-08-29,shop,2
user_10,2010-09-28,food,3
user_10,2010-09-28,gym,1
user_10,2010-09-28,shop,2
user_10,2010-10-28,food,3
user_10,2010-10-28,travel,1
user_10,2010-10-28,shop,2
user_10,2010-11-27,food,1
user_10,2010-11-27,gym,5
user_11,2010-01-01,food,2
user_11,2010-01-01,gym,2
user_11,2010-01-01,travel,1
user_11,2010-01-01,shop,1
user_11,2010-01-31,gym,2
user_11,2010-01-31,shop,1
user_11,2010-03-02,food,1
user_11,2010-03-02,shop,2
user_11,2010-04-01,food,1
user_11,2010-04-01,gym,2
user_11,2010-04-01,travel,1
user_11,2010-04-01,shop,1
user_11,2010-05-01,food,1
user_11,2010-05-01,gym,2
user_11,2010-05-01,travel,2
user_11,2010-05-31,food,2
user_11,2010-05-31,travel,1
user_11,2010-06-30,gym,2
user_11,2010-06-30,travel,1
user_11,2010-06-30,shop,1
user_11,2010-07-30,food,3
user_11,2010-07-30,shop,3
user_11,2010-08-29,food,2
user_11,2010-08-29,gym,2
user_11,2010-08-29,travel,1
user_11,2010-08-29,shop,1
user_11,2010-09-28,food,1
user_11,2010-09-28,gym,2
user_11,2010-09-28,travel,1
user_11,2010-09-28,shop,3
user_11,2010-10-28,food,1
user_11,2010-10-28,gym,1
user_11,2010-10-28,shop,2
user_11,2010-11-27,food,1
user_11,2010-11-27,gym,1
user_11,2010-11-27,travel,1
user_11,2010-11-27,shop,3
user_12,2010-01-01,food,1
user_12,2010-01-01,gym,1
user_12,2010-01-01,travel,1
user_12,2010-01-01,shop,2
user_12,2010-01-31,gym,2
user_12,2010-01-31,travel,3
user_12,2010-03-02,food,1
user_12,2010-03-02,gym,5
user_12,2010-03-02,travel,3
user_12,2010-04-01,food,2
user_12,2010-04-01,gym,3
user_12,2010-04-01,travel,1
user_12,2010-04-01,shop,1
user_12,2010-05-01,food,1
user_12,2010-05-01,gym,2
user_12,2010-05-01,travel,1
user_12,2010-05-31,food,1
user_12,2010-05-31,gym,2
user_12,2010-05-31,travel,1
user_12,2010-06-30,gym,2
user_12,2010-06-30,travel,3
user_12,2010-06-30,shop,1
user_12,2010-07-30,food,1
user_12,2010-07-30,gym,2
user_12,2010-07-30,travel,16
user_12,2010-07-30,shop,5
user_12,2010-08-29,food,1
user_12,2010-08-29,gym,5
user_12,2010-08-29,travel,2
user_12,2010-09-28,gym,1
user_12,2010-09-28,travel,3
user_12,2010-09-28,shop,1
user_12,2010-10-28,food,2
user_12,2010-10-28,gym,1
user_12,2010-10-28,shop,2
user_12,2010-11-27,food,1
user_12,2010-11-27,gym,3
user_13,2010-01-01,food,5
user_13,2010-01-01,gym,1
user_13,2010-01-01,travel,6
user_13,2010-01-01,shop,1
user_13,2010-01-31,food,2
user_13,2010-01-31,gym,3
user_13,2010-01-31,travel,2
user_13,2010-01-31,shop,2
user_13,2010-03-02,food,3
user_13,2010-03-02,gym,2
user_13,2010-03-02,travel,2
user_13,2010-03-02,shop,2
user_13,2010-04-01,food,4
user_13,2010-04-01,gym,1
user_13,2010-04-01,travel,1
user_13,2010-04-01,shop,1
user_13,2010-05-01,food,2
user_13,2010-05-01,gym,2
user_13,2010-05-01,travel,3
user_13,2010-05-01,shop,2
user_13,2010-05-31,food,2
user_13,2010-05-31,travel,1
user_13,2010-05-31,shop,1
user_13,2010-06-30,food,2
user_13,2010-06-30,gym,2
user_13,2010-06-30,travel,3
user_13,2010-07-30,food,2
user_13,2010-07-30,gym,3
user_13,2010-07-30,travel,1
user_13,2010-07-30,shop,1
user_13,2010-08-29,food,4
user_13,2010-08-29,gym,1
user_13,2010-08-29,travel,1
user_13,2010-08-29,shop,5
user_13,2010-09-28,food,1
user_13,2010-09-28,shop,1
user_13,2010-10-28,food,1
user_13,2010-10-28,gym,5
user_13,2010-10-28,travel,1
user_13,2010-10-28,shop,4
user_13,2010-11-27,food,4
user_13,2010-11-27,gym,3
user_13,2010-11-27,shop,1
user_14,2010-01-01,gym,1
user_14,2010-01-01,travel,1
user_14,2010-01-01,shop,1
user_14,2010-01-31,food,1
user_14,2010-01-31,gym,1
user_14,2010-01-31,shop,2
user_14,2010-03-02,food,1
user_14,2010-03-02,gym,2
user_14,2010-03-02,travel,1
user_14,2010-03-02,shop,1
user_14,2010-04-01,food,1
user_14,2010-04-01,gym,1
user_14,2010-04-01,travel,1
user_14,2010-04-01,shop,2
user_14,2010-05-01,food,3
user_14,2010-05-01,gym,3
user_14,2010-05-01,travel,3
user_14,2010-05-01,shop,1
user_14,2010-05-31,gym,4
user_14,2010-05-31,travel,1
user_14,2010-05-31,shop,2
user_14,2010-06-30,food,3
user_14,2010-06-30,shop,4
user_14,2010-07-30,food,1
user_14,2010-07-30,travel,2
user_14,2010-07-30,shop,1
user_14,2010-08-29,food,1
user_14,2010-08-29,gym,1
user_14,2010-08-29,travel,1
user_14,2010-08-29,shop,5
user_14,2010-09-28,food,3
user_14,2010-09-28,gym,1
user_14,2010-09-28,travel,1
user_14,2010-09-28,shop,1
user_14,2010-10-28,food,2
user_14,2010-10-28,gym,3
user_14,2010-10-28,shop,3
user_14,2010-11-27,food,1
user_14,2010-11-27,gym,4
user_14,2010-11-27,travel,3
user_14,2010-11-27,shop,1
user_15,2010-01-01,gym,1
user_15,2010-01-01,shop,3
user_15,2010-01-31,food,2
user_15,2010-01-31,gym,11
user_15,2010-01-31,travel,2
user_15,2010-01-31,shop,3
user_15,2010-03-02,food,1
user_15,2010-03-02,travel,4
user_15,2010-03-02,shop,1
user_15,2010-04-01,food,4
user_15,2010-04-01,travel,1
user_15,2010-04-01,shop,1
user_15,2010-05-01,gym,1
user_15,2010-05-01,travel,1
user_15,2010-05-01,shop,1
user_15,2010-05-31,food,1
user_15,2010-05-31,gym,1
user_15,2010-05-31,travel,2
user_15,2010-05-31,shop,3
user_15,2010-06-30,gym,4
user_15,2010-06-30,travel,2
user_15,2010-06-30,shop,1
user_15,2010-07-30,gym,2
user_15,2010-07-30,travel,1
user_15,2010-07-30,shop,1
user_15,2010-08-29,food,1
user_15,2010-08-29,gym,2
user_15,2010-08-29,travel,2
user_15,2010-08-29,shop,3
user_15,2010-09-28,food,1
user_15,2010-09-28,travel,3
user_15,2010-09-28,shop,2
user_15,2010-10-28,food,2
user_15,2010-10-28,gym,2
user_15,2010-10-28,travel,4
user_15,2010-10-28,shop,1
user_15,2010-11-27,food,1
user_15,2010-11-27,travel,2
user_15,2010-11-27,shop,2
user_16,2010-01-01,travel,2
user_16,2010-01-01,shop,2
user_16,2010-01-31,food,2
user_16,2010-01-31,gym,1
user_16,2010-01-31,travel,2
user_16,2010-03-02,food,1
user_16,2010-03-02,gym,1
user_16,2010-03-02,travel,1
user_16,2010-03-02,shop,3
user_16,2010-04-01,food,4
user_16,2010-04-01,gym,3
user_16,2010-04-01,travel,4
user_16,2010-04-01,shop,5
user_16,2010-05-01,food,2
user_16,2010-05-01,gym,2
user_16,2010-05-01,travel,2
user_16,2010-05-31,food,2
user_16,2010-05-31,gym,3
user_16,2010-05-31,shop,1
user_16,2010-06-30,food,3
user_16,2010-06-30,gym,1
user_16,2010-06-30,travel,1
user_16,2010-06-30,shop,5
user_16,2010-07-30,food,1
user_16,2010-07-30,gym,2
user_16,2010-07-30,shop,2
user_16,2010-08-29,food,1
user_16,2010-08-29,gym,1
user_16,2010-08-29,travel,2
user_16,2010-08-29,shop,1
user_16,2010-09-28,food,2
user_16,2010-09-28,gym,1
user_16,2010-09-28,travel,3
user_16,2010-09-28,shop,2
user_16,2010-10-28,gym,3
user_16,2010-10-28,travel,3
user_16,2010-11-27,food,2
user_16,2010-11-27,gym,1
user_16,2010-11-27,travel,3
user_16,2010-11-27,shop,1
user_17,2010-01-01,food,2
user_17,2010-01-01,gym,4
user_17,2010-01-01,travel,1
user_17,2010-01-31,gym,2
user_17,2010-03-02,gym,2
user_17,2010-03-02,travel,1
user_17,2010-03-02,shop,2
user_17,2010-04-01,food,2
user_17,2010-04-01,gym,1
user_17,2010-04-01,travel,2
user_17,2010-04-01,shop,1
user_17,2010-05-01,gym,2
user_17,2010-05-01,travel,1
user_17,2010-05-01,shop,2
user_17,2010-05-31,food,3
user_17,2010-05-31,gym,4
user_17,2010-05-31,travel,4
user_17,2010-05-31,shop,2
user_17,2010-06-30,food,1
user_17,2010-06-30,travel,3
user_17,2010-06-30,shop,1
user_17,2010-07-30,food,1
user_17,2010-07-30,gym,1
user_17,2010-07-30,travel,1
user_17,2010-07-30,shop,1
user_17,2010-08-29,food,2
user_17,2010-08-29,shop,2
user_17,2010-09-28,food,1
user_17,2010-09-28,travel,1
user_17,2010-09-28,shop,6
user_17,2010-10-28,food,3
user_17,2010-10-28,gym,2
user_17,2010-10-28,shop,3
user_17,2010-11-27,food,3
user_17,2010-11-27,gym,4
user_17,2010-11-27,shop,1
user_18,2010-01-01,food,2
user_18,2010-01-01,gym,3
user_18,2010-01-01,shop,1
user_18,2010-01-31,food,2
user_18,2010-01-31,gym,2
user_18,2010-01-31,travel,2
user_18,2010-01-31,shop,3
user_18,2010-03-02,food,3
user_18,2010-03-02,gym,4
user_18,2010-03-02,travel,3
user_18,2010-03-02,shop,3
user_18,2010-04-01,food,2
user_18,2010-04-01,gym,5
user_18,2010-04-01,shop,3
user_18,2010-05-01,food,3
user_18,2010-05-01,gym,1
user_18,2010-05-01,travel,1
user_18,2010-05-01,shop,1
user_18,2010-05-31,food,1
user_18,2010-05-31,gym,2
user_18,2010-05-31,travel,1
user_18,2010-06-30,food,1
user_18,2010-06-30,gym,4
user_18,2010-06-30,shop,2
user_18,2010-07-30,food,2
user_18,2010-07-30,gym,1
user_18,2010-07-30,travel,1
user_18,2010-07-30,shop,1
user_18,2010-08-29,food,1
user_18,2010-08-29,gym,1
user_18,2010-08-29,travel,2
user_18,2010-08-29,shop,2
user_18,2010-09-28,food,2
user_18,2010-09-28,gym,5
user_18,2010-09-28,travel,1
user_18,2010-09-28,shop,1
user_18,2010-10-28,gym,5
user_18,2010-10-28,travel,1
user_18,2010-11-27,food,2
user_18,2010-11-27,gym,2
user_18,2010-11-27,travel,3
user_18,2010-11-27,shop,1
user_19,2010-01-01,food,1
user_19,2010-01-01,travel,1
user_19,2010-01-01,shop,1
user_19,2010-01-31,food,2
user_19,2010-01-31,gym,2
user_19,2010-01-31,travel,1
user_19,2010-01-31,shop,1
user_19,2010-03-02,food,1
user_19,2010-03-02,travel,2
user_19,2010-03-02,shop,3
user_19,2010-04-01,food,2
user_19,2010-04-01,gym,13
user_19,2010-04-01,travel,3
user_19,2010-04-01,shop,3
user_19,2010-05-01,food,2
user_19,2010-05-01,gym,2
user_19,2010-05-01,travel,1
user_19,2010-05-31,food,2
user_19,2010-05-31,gym,2
user_19,2010-05-31,travel,2
user_19,2010-06-30,food,4
user_19,2010-06-30,gym,3
user_19,2010-06-30,travel,2
user_19,2010-06-30,shop,3
user_19,2010-07-30,food,1
user_19,2010-07-30,gym,2
user_19,2010-08-29,gym,2
user_19,2010-08-29,shop,3
user_19,2010-09-28,gym,1
user_19,2010-09-28,travel,1
user_19,2010-09-28,shop,1
user_19,2010-10-28,food,1
user_19,2010-10-28,gym,1
user_19,2010-10-28,travel,1
user_19,2010-11-27,gym,1
user_19,2010-11-27,shop,2
user_20,2010-01-01,travel,2
user_20,2010-01-01,shop,1
user_20,2010-01-31,food,3
user_20,2010-01-31,gym,1
user_20,2010-01-31,travel,3
user_20,2010-01-31,shop,2
user_20,2010-03-02,food,1
user_20,2010-03-02,travel,2
user_20,2010-03-02,shop,5
user_20,2010-04-01,gym,3
user_20,2010-04-01,shop,2
user_20,2010-05-01,food,1
user_20,2010-05-01,travel,1
user_20,2010-05-31,food,2
user_20,2010-05-31,gym,1
user_20,2010-05-31,travel,1
user_20,2010-06-30,food,2
user_20,2010-06-30,gym,2
user_20,2010-06-30,travel,5
user_20,2010-06-30,shop,1
user_20,2010-07-30,food,1
user_20,2010-07-30,gym,4
user_20,2010-07-30,travel,1
user_20,2010-08-29,food,1
user_20,2010-08-29,gym,2
user_20,2010-08-29,shop,3
user_20,2010-09-28,food,2
user_20,2010-09-28,gym,1
user_20,2010-09-28,shop,1
user_20,2010-10-28,food,2
user_20,2010-10-28,gym,1
user_20,2010-10-28,travel,2
user_20,2010-10-28,shop,2
user_20,2010-11-27,food,1
user_20,2010-11-27,gym,2
user_20,2010-11-27,travel,2
user_20,2010-11-27,shop,1
user_21,2010-01-01,gym,1
user_21,2010-01-01,travel,4
user_21,2010-01-31,gym,3
user_21,2010-01-31,travel,1
user_21,2010-01-31,shop,1
user_21,2010-03-02,food,1
user_21,2010-03-02,gym,2
user_21,2010-04-01,gym,2
user_21,2010-04-01,travel,1
user_21,2010-04-01,shop,1
user_21,2010-05-01,food,2
user_21,2010-05-01,travel,2
user_21,2010-05-01,shop,1
user_21,2010-05-31,gym,4
user_21,2010-05-31,travel,4
user_21,2010-05-31,shop,1
user_21,2010-06-30,gym,3
user_21,2010-06-30,travel,2
user_21,2010-06-30,shop,3
user_21,2010-07-30,gym,1
user_21,2010-07-30,travel,2
user_21,2010-08-29,food,3
user_21,2010-08-29,travel,1
user_21,2010-08-29,shop,2
user_21,2010-09-28,food,1
user_21,2010-09-28,gym,2
user_21,2010-09-28,shop,1
user_21,2010-10-28,food,1
user_21,2010-10-28,gym,2
user_21,2010-10-28,travel,1
user_21,2010-10-28,shop,2
user_21,2010-11-27,food,1
user_21,2010-11-27,gym,4
user_22,2010-01-01,food,1
user_22,2010-01-01,gym,1
user_22,2010-01-01,travel,2
user_22,2010-01-01,shop,2
user_22,2010-01-31,food,1
user_22,2010-01-31,gym,1
user_22,2010-01-31,travel,2
user_22,2010-01-31,shop,2
user_22,2010-03-02,gym,2
user_22,2010-03-02,travel,3
user_22,2010-04-01,food,1
user_22,2010-04-01,gym,1
user_22,2010-04-01,travel,1
user_22,2010-04-01,shop,1
user_22,2010-05-01,food,1
user_22,2010-05-01,gym,1
user_22,2010-05-01,travel,2
user_22,2010-05-01,shop,3
user_22,2010-05-31,food,1
user_22,2010-05-31,travel,2
user_22,2010-05-31,shop,1
user_22,2010-06-30,food,2
user_22,2010-06-30,gym,2
user_22,2010-06-30,travel,1
user_22,2010-06-30,shop,1
user_22,2010-07-30,travel,2
user_22,2010-08-29,food,2
user_22,2010-08-29,gym,3
user_22,2010-08-29,shop,1
user_22,2010-09-28,food,2
user_22,2010-09-28,gym,1
user_22,2010-09-28,travel,2
user_22,2010-09-28,shop,1
user_22,2010-10-28,food,1
user_22,2010-10-28,gym,2
user_22,2010-10-28,travel,1
user_22,2010-10-28,shop,1
user_22,2010-11-27,food,1
user_22,2010-11-27,gym,3
user_23,2010-01-01,gym,1
user_23,2010-01-01,shop,1
user_23,2010-01-31,food,1
user_23,2010-01-31,travel,2
user_23,2010-01-31,shop,1
user_23,2010-03-02,food,1
